Year,State,Unit,Draw Type,Draw Odds-Zero,App Cost,App Deadline,Active Hunters,Harvest Quota,ES_Harvest,ES_Success,Buck_Harvest,Buck_Success,Region
2022,WY,26,General,0.27123287671232876,,,476.0,297.0,258.0,0.542016806722689,258.0,0.542016806722689,C
2022,WY,27,General,0.20021186440677965,,,320.0,189.0,64.0,0.2,60.0,0.1875,Y
2022,WY,28,General,0.20021186440677965,,,294.0,189.0,71.0,0.24149659863945577,71.0,0.24149659863945577,Y
2022,WY,29,General,0.27123287671232876,,,269.0,297.0,104.0,0.38661710037174724,100.0,0.37174721189591076,C
2022,WY,30,General,0.20021186440677965,,,198.0,189.0,67.0,0.3383838383838384,67.0,0.3383838383838384,Y
2022,WY,31,General,0.27123287671232876,,,55.0,297.0,11.0,0.2,11.0,0.2,C
2022,WY,32,General,0.20021186440677965,,,15.0,189.0,4.0,0.26666666666666666,4.0,0.26666666666666666,Y
2022,WY,33,General,0.20021186440677965,,,436.0,189.0,175.0,0.4013761467889908,171.0,0.3922018348623853,Y
2022,WY,35,General,0.23053892215568864,,,95.0,77.0,45.0,0.47368421052631576,45.0,0.47368421052631576,M
2022,WY,39,General,0.23053892215568864,,,96.0,77.0,26.0,0.2708333333333333,26.0,0.2708333333333333,M
2022,WY,40,General,0.23053892215568864,,,349.0,77.0,153.0,0.4383954154727794,136.0,0.38968481375358166,M
2022,WY,41,General,0.13971742543171115,,,474.0,89.0,176.0,0.37130801687763715,136.0,0.2869198312236287,R
2022,WY,46,General,0.13971742543171115,,,271.0,89.0,70.0,0.25830258302583026,67.0,0.24723247232472326,R
2022,WY,47,General,0.13971742543171115,,,528.0,89.0,204.0,0.38636363636363635,165.0,0.3125,R
2022,WY,50,General,0.13971742543171115,,,179.0,89.0,59.0,0.329608938547486,59.0,0.329608938547486,R
2022,WY,51,General,0.13971742543171115,,,214.0,89.0,86.0,0.40186915887850466,86.0,0.40186915887850466,R
2022,WY,52,General,0.13971742543171115,,,72.0,89.0,22.0,0.3055555555555556,18.0,0.25,R
2022,WY,53,General,0.13971742543171115,,,263.0,89.0,69.0,0.2623574144486692,69.0,0.2623574144486692,R
2022,WY,59,General,1.0,,,456.0,184.0,221.0,0.48464912280701755,217.0,0.4758771929824561,J
2022,WY,61,General,1.0,,,148.0,184.0,43.0,0.2905405405405405,43.0,0.2905405405405405,J
2022,WY,64,General,1.0,,,997.0,184.0,306.0,0.3069207622868606,306.0,0.3069207622868606,J
2022,WY,65,General,1.0,,,696.0,184.0,249.0,0.3577586206896552,249.0,0.3577586206896552,J
2022,WY,66,General,0.1277258566978193,,,711.0,41.0,224.0,0.3150492264416315,213.0,0.29957805907172996,D
2022,WY,70,General,0.1277258566978193,,,521.0,41.0,219.0,0.42034548944337813,215.0,0.4126679462571977,D
2022,WY,74,General,0.1277258566978193,,,169.0,41.0,34.0,0.20118343195266272,30.0,0.17751479289940827,D
2022,WY,75,General,0.1277258566978193,,,624.0,41.0,145.0,0.23237179487179488,136.0,0.21794871794871795,D
2022,WY,76,General,0.1277258566978193,,,777.0,41.0,157.0,0.20205920205920205,147.0,0.1891891891891892,D
2022,WY,77,General,0.1277258566978193,,,94.0,41.0,29.0,0.30851063829787234,29.0,0.30851063829787234,D
2022,WY,82,General,0.17001545595054096,,,2180.0,110.0,898.0,0.41192660550458715,875.0,0.4013761467889908,W
2022,WY,92,General,0.26875,,,618.0,43.0,190.0,0.3074433656957929,190.0,0.3074433656957929,L
2022,WY,94,General,0.26875,,,184.0,43.0,65.0,0.3532608695652174,65.0,0.3532608695652174,L
2022,WY,96,General,0.23076923076923078,,,409.0,18.0,168.0,0.41075794621026895,168.0,0.41075794621026895,Q
2022,WY,97,General,0.23076923076923078,,,201.0,18.0,33.0,0.16417910447761194,33.0,0.16417910447761194,Q
2022,WY,98,General,0.23076923076923078,,,65.0,18.0,28.0,0.4307692307692308,28.0,0.4307692307692308,Q
2022,WY,100,General,0.17001545595054096,,,298.0,110.0,58.0,0.19463087248322147,58.0,0.19463087248322147,W
2022,WY,105,General,0.3888888888888889,,,293.0,98.0,83.0,0.2832764505119454,73.0,0.24914675767918087,F
2022,WY,106,General,0.3888888888888889,,,266.0,98.0,56.0,0.21052631578947367,56.0,0.21052631578947367,F
2022,WY,110,General,0.3888888888888889,,,331.0,98.0,117.0,0.35347432024169184,117.0,0.35347432024169184,F
2022,WY,111,General,0.3888888888888889,,,308.0,98.0,78.0,0.2532467532467532,78.0,0.2532467532467532,F
2022,WY,112,General,0.3888888888888889,,,382.0,98.0,141.0,0.36910994764397903,138.0,0.3612565445026178,F
2022,WY,113,General,0.3888888888888889,,,393.0,98.0,167.0,0.42493638676844786,160.0,0.4071246819338422,F
2022,WY,114,General,0.3888888888888889,,,11.0,98.0,4.0,0.36363636363636365,4.0,0.36363636363636365,F
2022,WY,115,General,0.3888888888888889,,,23.0,98.0,9.0,0.391304347826087,9.0,0.391304347826087,F
2022,WY,121,General,0.8571428571428571,,,229.0,42.0,89.0,0.388646288209607,73.0,0.31877729257641924,X
2022,WY,122,General,0.8571428571428571,,,706.0,42.0,196.0,0.2776203966005666,145.0,0.20538243626062322,X
2022,WY,123,General,0.8571428571428571,,,107.0,42.0,10.0,0.09345794392523364,10.0,0.09345794392523364,X
2022,WY,124,General,0.8571428571428571,,,342.0,42.0,134.0,0.391812865497076,111.0,0.32456140350877194,X
2022,WY,127,General,0.8571428571428571,,,112.0,42.0,30.0,0.26785714285714285,30.0,0.26785714285714285,X
2022,WY,128,General,0.26875,,,744.0,43.0,136.0,0.1827956989247312,129.0,0.17338709677419356,L
2022,WY,130,General,0.09698996655518395,,,230.0,87.0,92.0,0.4,81.0,0.3521739130434783,H
2022,WY,131,General,0.17001545595054096,,,558.0,110.0,135.0,0.24193548387096775,127.0,0.22759856630824374,W
2022,WY,132,General,0.09018567639257294,,,590.0,34.0,152.0,0.2576271186440678,148.0,0.25084745762711863,K
2022,WY,133,General,0.09018567639257294,,,337.0,34.0,123.0,0.3649851632047478,123.0,0.3649851632047478,K
2022,WY,134,General,0.09018567639257294,,,486.0,34.0,125.0,0.257201646090535,118.0,0.24279835390946503,K
2022,WY,135,General,0.03155940594059406,,,2031.0,51.0,603.0,0.2968980797636632,574.0,0.2826193993106844,G
2022,WY,138,General,0.09698996655518395,,,231.0,87.0,41.0,0.1774891774891775,38.0,0.1645021645021645,H
2022,WY,139,General,0.09698996655518395,,,246.0,87.0,54.0,0.21951219512195122,50.0,0.2032520325203252,H
2022,WY,140,General,0.09698996655518395,,,145.0,87.0,42.0,0.2896551724137931,42.0,0.2896551724137931,H
2022,WY,142,General,0.09698996655518395,,,808.0,87.0,302.0,0.37376237623762376,295.0,0.3650990099009901,H
2022,WY,143,General,0.03155940594059406,,,1071.0,51.0,323.0,0.30158730158730157,293.0,0.2735760971055089,G
2022,WY,144,General,0.03155940594059406,,,1025.0,51.0,352.0,0.3434146341463415,341.0,0.3326829268292683,G
2022,WY,145,General,0.03155940594059406,,,936.0,51.0,366.0,0.391025641025641,359.0,0.38354700854700857,G
2022,WY,146,General,0.09698996655518395,,,108.0,87.0,53.0,0.49074074074074076,53.0,0.49074074074074076,H
2022,WY,148,General,0.26875,,,182.0,43.0,45.0,0.24725274725274726,45.0,0.24725274725274726,L
2022,WY,149,General,0.09698996655518395,,,106.0,87.0,38.0,0.3584905660377358,38.0,0.3584905660377358,H
2022,WY,150,General,0.09698996655518395,,,29.0,87.0,7.0,0.2413793103448276,4.0,0.13793103448275862,H
2022,WY,151,General,0.09698996655518395,,,271.0,87.0,55.0,0.2029520295202952,52.0,0.1918819188191882,H
2022,WY,152,General,0.09698996655518395,,,664.0,87.0,228.0,0.3433734939759036,228.0,0.3433734939759036,H
2022,WY,153,General,0.09698996655518395,,,301.0,87.0,110.0,0.3654485049833887,110.0,0.3654485049833887,H
2022,WY,154,General,0.09698996655518395,,,352.0,87.0,75.0,0.21306818181818182,75.0,0.21306818181818182,H
2022,WY,155,General,0.09698996655518395,,,183.0,87.0,65.0,0.3551912568306011,61.0,0.3333333333333333,H
2022,WY,156,General,0.09698996655518395,,,214.0,87.0,61.0,0.2850467289719626,61.0,0.2850467289719626,H
2022,WY,160,General,0.26875,,,132.0,43.0,46.0,0.3484848484848485,42.0,0.3181818181818182,L
2022,WY,163,General,0.20021186440677965,,,174.0,189.0,48.0,0.27586206896551724,48.0,0.27586206896551724,Y
2022,WY,164,General,0.23053892215568864,,,289.0,77.0,95.0,0.328719723183391,76.0,0.2629757785467128,M
2022,WY,168,General,0.09018567639257294,,,611.0,34.0,204.0,0.33387888707037644,191.0,0.31260229132569556,K
2022,WY,169,General,0.20021186440677965,,,145.0,189.0,54.0,0.3724137931034483,54.0,0.3724137931034483,Y
2022,WY,171,General,0.26875,,,108.0,43.0,29.0,0.26851851851851855,21.0,0.19444444444444445,L
2023,WY,1,General,0.3299445471349353,,,728.0,357.0,273.0,0.375,265.0,0.364010989010989,A
2023,WY,2,General,0.3299445471349353,,,1054.0,357.0,224.0,0.2125237191650854,224.0,0.2125237191650854,A
2023,WY,3,General,0.3299445471349353,,,248.0,357.0,96.0,0.3870967741935484,96.0,0.3870967741935484,A
2023,WY,4,General,0.3299445471349353,,,393.0,357.0,77.0,0.19592875318066158,77.0,0.19592875318066158,A
2023,WY,5,General,0.3299445471349353,,,250.0,357.0,114.0,0.456,114.0,0.456,A
2023,WY,6,General,0.3299445471349353,,,510.0,357.0,211.0,0.4137254901960784,211.0,0.4137254901960784,A
2023,WY,7,General,0.5244215938303342,,,175.0,204.0,78.0,0.44571428571428573,78.0,0.44571428571428573,B
2023,WY,8,General,0.5244215938303342,,,231.0,204.0,103.0,0.4458874458874459,103.0,0.4458874458874459,B
2023,WY,9,General,0.5244215938303342,,,197.0,204.0,57.0,0.2893401015228426,57.0,0.2893401015228426,B
2023,WY,11,General,0.5244215938303342,,,299.0,204.0,108.0,0.3612040133779264,108.0,0.3612040133779264,B
2023,WY,12,General,0.5244215938303342,,,130.0,204.0,55.0,0.4230769230769231,55.0,0.4230769230769231,B
2023,WY,13,General,0.5244215938303342,,,215.0,204.0,73.0,0.3395348837209302,68.0,0.31627906976744186,B
2023,WY,14,General,0.5244215938303342,,,190.0,204.0,78.0,0.4105263157894737,78.0,0.4105263157894737,B
2023,WY,15,General,1.0,,,1258.0,91.0,492.0,0.39109697933227344,487.0,0.3871224165341812,T
2023,WY,17,General,0.5711538461538461,,,1123.0,297.0,496.0,0.4416740872662511,491.0,0.43722172751558325,C
2023,WY,18,General,0.5711538461538461,,,655.0,297.0,265.0,0.40458015267175573,265.0,0.40458015267175573,C
2023,WY,19,General,0.5711538461538461,,,529.0,297.0,266.0,0.502835538752363,249.0,0.4706994328922495,C
2023,WY,21,General,0.5244215938303342,,,209.0,204.0,106.0,0.507177033492823,106.0,0.507177033492823,B
2023,WY,23,General,0.5711538461538461,,,983.0,297.0,473.0,0.4811800610376399,463.0,0.47100712105798576,C
2023,WY,24,General,0.3241935483870968,,,623.0,201.0,209.0,0.33547351524879615,204.0,0.3274478330658106,Y
2023,WY,25,General,0.3241935483870968,,,744.0,201.0,233.0,0.3131720430107527,233.0,0.3131720430107527,Y
2023,WY,26,General,0.5711538461538461,,,439.0,297.0,214.0,0.4874715261958998,214.0,0.4874715261958998,C
2023,WY,27,General,0.3241935483870968,,,305.0,201.0,50.0,0.16393442622950818,50.0,0.16393442622950818,Y
2023,WY,28,General,0.3241935483870968,,,247.0,201.0,30.0,0.1214574898785425,30.0,0.1214574898785425,Y
2023,WY,29,General,0.5711538461538461,,,276.0,297.0,118.0,0.427536231884058,118.0,0.427536231884058,C
2023,WY,30,General,0.3241935483870968,,,254.0,201.0,63.0,0.24803149606299213,63.0,0.24803149606299213,Y
2023,WY,31,General,0.5711538461538461,,,78.0,297.0,40.0,0.5128205128205128,40.0,0.5128205128205128,C
2023,WY,32,General,0.3241935483870968,,,62.0,201.0,19.0,0.3064516129032258,19.0,0.3064516129032258,Y
2023,WY,33,General,0.3241935483870968,,,569.0,201.0,292.0,0.5131810193321616,292.0,0.5131810193321616,Y
2023,WY,35,General,0.43548387096774194,,,83.0,81.0,49.0,0.5903614457831325,46.0,0.5542168674698795,M
2023,WY,39,General,0.43548387096774194,,,136.0,81.0,57.0,0.41911764705882354,57.0,0.41911764705882354,M
2023,WY,40,General,0.43548387096774194,,,387.0,81.0,216.0,0.5581395348837209,184.0,0.4754521963824289,M
2023,WY,41,General,0.24653739612188366,,,497.0,89.0,222.0,0.44668008048289737,180.0,0.36217303822937624,R
2023,WY,46,General,0.24653739612188366,,,322.0,89.0,94.0,0.2919254658385093,94.0,0.2919254658385093,R
2023,WY,47,General,0.24653739612188366,,,517.0,89.0,245.0,0.4738878143133462,210.0,0.40618955512572535,R
2023,WY,50,General,0.24653739612188366,,,170.0,89.0,81.0,0.4764705882352941,81.0,0.4764705882352941,R
2023,WY,51,General,0.24653739612188366,,,225.0,89.0,83.0,0.3688888888888889,79.0,0.3511111111111111,R
2023,WY,52,General,0.24653739612188366,,,88.0,89.0,23.0,0.26136363636363635,19.0,0.2159090909090909,R
2023,WY,53,General,0.24653739612188366,,,276.0,89.0,71.0,0.2572463768115942,71.0,0.2572463768115942,R
2023,WY,59,General,1.0,,,388.0,151.0,191.0,0.49226804123711343,191.0,0.49226804123711343,J
2023,WY,61,General,1.0,,,125.0,151.0,31.0,0.248,31.0,0.248,J
2023,WY,64,General,1.0,,,976.0,151.0,352.0,0.36065573770491804,352.0,0.36065573770491804,J
2023,WY,65,General,1.0,,,647.0,151.0,221.0,0.3415765069551777,221.0,0.3415765069551777,J
2023,WY,66,General,0.1510791366906475,,,880.0,42.0,405.0,0.4602272727272727,400.0,0.45454545454545453,D
2023,WY,70,General,0.1510791366906475,,,458.0,42.0,152.0,0.3318777292576419,152.0,0.3318777292576419,D
2023,WY,74,General,0.1510791366906475,,,67.0,42.0,14.0,0.208955223880597,14.0,0.208955223880597,D
2023,WY,75,General,0.1510791366906475,,,458.0,42.0,67.0,0.1462882096069869,67.0,0.1462882096069869,D
2023,WY,76,General,0.1510791366906475,,,773.0,42.0,204.0,0.26390685640362227,204.0,0.26390685640362227,D
2023,WY,77,General,0.1510791366906475,,,139.0,42.0,26.0,0.18705035971223022,26.0,0.18705035971223022,D
2023,WY,82,General,0.6071428571428571,,,1195.0,102.0,286.0,0.2393305439330544,286.0,0.2393305439330544,W
2023,WY,92,General,0.256,,,396.0,32.0,136.0,0.3434343434343434,136.0,0.3434343434343434,L
2023,WY,94,General,0.256,,,168.0,32.0,40.0,0.23809523809523808,36.0,0.21428571428571427,L
2023,WY,96,General,0.12345679012345678,,,232.0,10.0,41.0,0.17672413793103448,41.0,0.17672413793103448,Q
2023,WY,97,General,0.12345679012345678,,,99.0,10.0,22.0,0.2222222222222222,22.0,0.2222222222222222,Q
2023,WY,98,General,0.12345679012345678,,,43.0,10.0,11.0,0.2558139534883721,11.0,0.2558139534883721,Q
2023,WY,100,General,0.6071428571428571,,,186.0,102.0,27.0,0.14516129032258066,27.0,0.14516129032258066,W
2023,WY,105,General,0.4811320754716981,,,243.0,102.0,81.0,0.3333333333333333,72.0,0.2962962962962963,F
2023,WY,106,General,0.4811320754716981,,,289.0,102.0,89.0,0.3079584775086505,84.0,0.2906574394463668,F
2023,WY,110,General,0.4811320754716981,,,358.0,102.0,138.0,0.3854748603351955,138.0,0.3854748603351955,F
2023,WY,111,General,0.4811320754716981,,,233.0,102.0,65.0,0.27896995708154504,65.0,0.27896995708154504,F
2023,WY,112,General,0.4811320754716981,,,419.0,102.0,169.0,0.4033412887828162,169.0,0.4033412887828162,F
2023,WY,113,General,0.4811320754716981,,,473.0,102.0,248.0,0.5243128964059197,243.0,0.5137420718816068,F
2023,WY,114,General,0.4811320754716981,,,9.0,102.0,0.0,0.0,0.0,0.0,F
2023,WY,115,General,0.4811320754716981,,,23.0,102.0,7.0,0.30434782608695654,7.0,0.30434782608695654,F
2023,WY,121,General,1.0,,,247.0,46.0,83.0,0.3360323886639676,61.0,0.24696356275303644,X
2023,WY,122,General,1.0,,,633.0,46.0,142.0,0.22432859399684044,124.0,0.19589257503949448,X
2023,WY,123,General,1.0,,,98.0,46.0,23.0,0.23469387755102042,23.0,0.23469387755102042,X
2023,WY,124,General,1.0,,,254.0,46.0,63.0,0.24803149606299213,63.0,0.24803149606299213,X
2023,WY,127,General,1.0,,,127.0,46.0,14.0,0.11023622047244094,14.0,0.11023622047244094,X
2023,WY,128,General,0.256,,,796.0,32.0,275.0,0.3454773869346734,272.0,0.3417085427135678,L
2023,WY,130,General,0.07776261937244201,,,92.0,57.0,22.0,0.2391304347826087,22.0,0.2391304347826087,H
2023,WY,131,General,0.6071428571428571,,,357.0,102.0,69.0,0.19327731092436976,69.0,0.19327731092436976,W
2023,WY,132,General,0.1111111111111111,,,358.0,27.0,107.0,0.2988826815642458,107.0,0.2988826815642458,K
2023,WY,133,General,0.1111111111111111,,,251.0,27.0,65.0,0.2589641434262948,65.0,0.2589641434262948,K
2023,WY,134,General,0.1111111111111111,,,328.0,27.0,60.0,0.18292682926829268,60.0,0.18292682926829268,K
2023,WY,135,General,0.04410354745925216,,,824.0,46.0,84.0,0.10194174757281553,84.0,0.10194174757281553,G
2023,WY,138,General,0.07776261937244201,,,138.0,57.0,19.0,0.13768115942028986,19.0,0.13768115942028986,H
2023,WY,139,General,0.07776261937244201,,,63.0,57.0,7.0,0.1111111111111111,7.0,0.1111111111111111,H
2023,WY,140,General,0.07776261937244201,,,66.0,57.0,4.0,0.06060606060606061,4.0,0.06060606060606061,H
2023,WY,142,General,0.07776261937244201,,,367.0,57.0,49.0,0.1335149863760218,49.0,0.1335149863760218,H
2023,WY,143,General,0.04410354745925216,,,440.0,46.0,44.0,0.1,44.0,0.1,G
2023,WY,144,General,0.04410354745925216,,,760.0,46.0,125.0,0.16447368421052633,125.0,0.16447368421052633,G
2023,WY,145,General,0.04410354745925216,,,555.0,46.0,103.0,0.18558558558558558,103.0,0.18558558558558558,G
2023,WY,146,General,0.07776261937244201,,,106.0,57.0,25.0,0.2358490566037736,25.0,0.2358490566037736,H
2023,WY,148,General,0.256,,,245.0,32.0,68.0,0.27755102040816326,64.0,0.2612244897959184,L
2023,WY,149,General,0.07776261937244201,,,58.0,57.0,11.0,0.1896551724137931,11.0,0.1896551724137931,H
2023,WY,150,General,0.07776261937244201,,,37.0,57.0,0.0,0.0,0.0,0.0,H
2023,WY,151,General,0.07776261937244201,,,183.0,57.0,32.0,0.17486338797814208,32.0,0.17486338797814208,H
2023,WY,152,General,0.07776261937244201,,,473.0,57.0,108.0,0.22832980972515857,108.0,0.22832980972515857,H
2023,WY,153,General,0.07776261937244201,,,255.0,57.0,76.0,0.2980392156862745,76.0,0.2980392156862745,H
2023,WY,154,General,0.07776261937244201,,,277.0,57.0,60.0,0.21660649819494585,60.0,0.21660649819494585,H
2023,WY,155,General,0.07776261937244201,,,111.0,57.0,42.0,0.3783783783783784,42.0,0.3783783783783784,H
2023,WY,156,General,0.07776261937244201,,,162.0,57.0,42.0,0.25925925925925924,42.0,0.25925925925925924,H
2023,WY,160,General,0.256,,,122.0,32.0,4.0,0.03278688524590164,4.0,0.03278688524590164,L
2023,WY,163,General,0.3241935483870968,,,150.0,201.0,60.0,0.4,60.0,0.4,Y
2023,WY,164,General,0.43548387096774194,,,210.0,81.0,83.0,0.3952380952380952,49.0,0.23333333333333334,M
2023,WY,168,General,0.1111111111111111,,,230.0,27.0,34.0,0.14782608695652175,34.0,0.14782608695652175,K
2023,WY,169,General,0.3241935483870968,,,176.0,201.0,84.0,0.4772727272727273,84.0,0.4772727272727273,Y
2023,WY,171,General,0.256,,,61.0,32.0,19.0,0.3114754098360656,19.0,0.3114754098360656,L
2024,WY,1,General,0.41427155599603566,,,850.0,418.0,344.0,0.4047058823529412,344.0,0.4047058823529412,A
2024,WY,2,General,0.41427155599603566,,,999.0,418.0,236.0,0.23623623623623624,236.0,0.23623623623623624,A
2024,WY,3,General,0.41427155599603566,,,346.0,418.0,141.0,0.407514450867052,141.0,0.407514450867052,A
2024,WY,4,General,0.41427155599603566,,,502.0,418.0,99.0,0.19721115537848605,96.0,0.19123505976095617,A
2024,WY,5,General,0.41427155599603566,,,266.0,418.0,113.0,0.424812030075188,113.0,0.424812030075188,A
2024,WY,6,General,0.41427155599603566,,,582.0,418.0,262.0,0.45017182130584193,257.0,0.4415807560137457,A
2024,WY,7,General,0.46384039900249374,,,166.0,186.0,66.0,0.39759036144578314,66.0,0.39759036144578314,B
2024,WY,8,General,0.46384039900249374,,,253.0,186.0,103.0,0.40711462450592883,103.0,0.40711462450592883,B
2024,WY,9,General,0.46384039900249374,,,206.0,186.0,101.0,0.49029126213592233,101.0,0.49029126213592233,B
2024,WY,11,General,0.46384039900249374,,,256.0,186.0,139.0,0.54296875,134.0,0.5234375,B
2024,WY,12,General,0.46384039900249374,,,183.0,186.0,86.0,0.46994535519125685,86.0,0.46994535519125685,B
2024,WY,13,General,0.46384039900249374,,,347.0,186.0,138.0,0.3976945244956772,138.0,0.3976945244956772,B
2024,WY,14,General,0.46384039900249374,,,208.0,186.0,99.0,0.47596153846153844,95.0,0.4567307692307692,B
2024,WY,15,General,1.0,,,1369.0,95.0,558.0,0.40759678597516436,548.0,0.40029218407596784,T
2024,WY,17,General,0.8898876404494382,,,1200.0,396.0,540.0,0.45,530.0,0.44166666666666665,C
2024,WY,18,General,0.8898876404494382,,,798.0,396.0,342.0,0.42857142857142855,342.0,0.42857142857142855,C
2024,WY,19,General,0.8898876404494382,,,476.0,396.0,232.0,0.48739495798319327,232.0,0.48739495798319327,C
2024,WY,21,General,0.46384039900249374,,,223.0,186.0,114.0,0.5112107623318386,114.0,0.5112107623318386,B
2024,WY,23,General,0.8898876404494382,,,988.0,396.0,561.0,0.5678137651821862,561.0,0.5678137651821862,C
2024,WY,24,General,0.6299019607843137,,,637.0,257.0,252.0,0.3956043956043956,247.0,0.3877551020408163,Y
2024,WY,25,General,0.6299019607843137,,,415.0,257.0,119.0,0.28674698795180725,119.0,0.28674698795180725,Y
2024,WY,26,General,0.8898876404494382,,,442.0,396.0,232.0,0.5248868778280543,232.0,0.5248868778280543,C
2024,WY,27,General,0.6299019607843137,,,373.0,257.0,60.0,0.16085790884718498,60.0,0.16085790884718498,Y
2024,WY,28,General,0.6299019607843137,,,414.0,257.0,89.0,0.21497584541062803,89.0,0.21497584541062803,Y
2024,WY,29,General,0.8898876404494382,,,278.0,396.0,143.0,0.5143884892086331,143.0,0.5143884892086331,C
2024,WY,30,General,0.6299019607843137,,,265.0,257.0,55.0,0.20754716981132076,55.0,0.20754716981132076,Y
2024,WY,31,General,0.8898876404494382,,,98.0,396.0,33.0,0.336734693877551,33.0,0.336734693877551,C
2024,WY,32,General,0.6299019607843137,,,67.0,257.0,23.0,0.34328358208955223,23.0,0.34328358208955223,Y
2024,WY,33,General,0.6299019607843137,,,604.0,257.0,281.0,0.4652317880794702,275.0,0.4552980132450331,Y
2024,WY,35,General,0.445,,,119.0,89.0,41.0,0.3445378151260504,41.0,0.3445378151260504,M
2024,WY,39,General,0.445,,,141.0,89.0,62.0,0.4397163120567376,62.0,0.4397163120567376,M
2024,WY,40,General,0.445,,,425.0,89.0,201.0,0.47294117647058825,195.0,0.4588235294117647,M
2024,WY,41,General,0.2323943661971831,,,541.0,99.0,196.0,0.36229205175600737,152.0,0.2809611829944547,R
2024,WY,46,General,0.2323943661971831,,,369.0,99.0,96.0,0.2601626016260163,93.0,0.25203252032520324,R
2024,WY,47,General,0.2323943661971831,,,518.0,99.0,166.0,0.3204633204633205,132.0,0.2548262548262548,R
2024,WY,50,General,0.2323943661971831,,,198.0,99.0,38.0,0.1919191919191919,38.0,0.1919191919191919,R
2024,WY,51,General,0.2323943661971831,,,184.0,99.0,43.0,0.23369565217391305,43.0,0.23369565217391305,R
2024,WY,52,General,0.2323943661971831,,,132.0,99.0,35.0,0.26515151515151514,35.0,0.26515151515151514,R
2024,WY,53,General,0.2323943661971831,,,254.0,99.0,66.0,0.25984251968503935,66.0,0.25984251968503935,R
2024,WY,59,General,0.9298245614035088,,,452.0,159.0,237.0,0.5243362831858407,237.0,0.5243362831858407,J
2024,WY,61,General,0.9298245614035088,,,132.0,159.0,44.0,0.3333333333333333,44.0,0.3333333333333333,J
2024,WY,64,General,0.9298245614035088,,,997.0,159.0,346.0,0.34704112337011034,346.0,0.34704112337011034,J
2024,WY,65,General,0.9298245614035088,,,792.0,159.0,331.0,0.41792929292929293,331.0,0.41792929292929293,J
2024,WY,66,General,0.23076923076923078,,,871.0,60.0,328.0,0.37657864523536166,318.0,0.365097588978186,D
2024,WY,70,General,0.23076923076923078,,,587.0,60.0,211.0,0.3594548551959114,211.0,0.3594548551959114,D
2024,WY,74,General,0.23076923076923078,,,111.0,60.0,22.0,0.1981981981981982,22.0,0.1981981981981982,D
2024,WY,75,General,0.23076923076923078,,,533.0,60.0,102.0,0.19136960600375236,102.0,0.19136960600375236,D
2024,WY,76,General,0.23076923076923078,,,901.0,60.0,204.0,0.22641509433962265,204.0,0.22641509433962265,D
